NAME	ID	TYPE
AKT3	10000	gene
PIK3R5	23533	gene
MAPK1	5594	gene
MAP2K1	5604	gene
RAF1	5894	gene
HRAS	3265	gene
PRL	5617	gene
PRLR	5618	gene
JAK2	3717	gene
STAT1	6772	gene
SHC2	25759	gene
SRC	6714	gene
GRB2	2885	gene
hsa-mir-3678		intergenicMirna
SOS1	6654	gene
FOXO3	2309	gene
MAPK8	5599	gene
MAPK14	1432	gene
GALT	2592	gene
SOCS4	122809	gene
CSN2	1447	gene
ELF5	2001	gene
CISH	1154	gene
TNFSF11	8600	gene
IRF1	3659	gene
TH	7054	gene
hsa-mir-4686		intergenicMirna
SLC2A2	6514	gene
GCK	2645	gene
INS	3630	gene
CCND2	894	gene
LHCGR	3973	gene
ESR1	2099	gene
CGA	1081	gene
CYP17A1	1586	gene
CCND1	595	gene
GSK3B	2932	gene
FOS	2353	gene
TNFRSF11A	8792	gene
NFKB1	4790	gene
AR	367	tf
YBX1	4904	tf
FOXP3	50943	tf
CREB1	1385	tf
GATA2	2624	tf
THRA	7067	tf
THRB	7068	tf
ESR1	2099	tf
ETS1	2113	tf
hsa-mir-6090		intragenicMirna
GATA3	2625	tf
FOXA1	3169	tf
E2F4	1874	tf
NANOG	79923	tf
ONECUT1	3175	tf
GATA4	2626	tf
GATA6	2627	tf
NFIC	4782	tf
SP1	6667	tf
SP3	6670	tf
SF1	7536	tf
GATA1	2623	tf
PGR	5241	tf
REST	5978	tf
STAT3	6774	tf
TFAP2C	7022	tf
RUNX2	860	tf
AHR	196	tf
ELK3	2004	tf
MYOD1	4654	tf
SRR	63826	tf
PRDM14	63978	tf
SRF	6722	tf
STAT1	6772	tf
ETV4	2118	tf
MYC	4609	tf
hsa-mir-1204		intergenicMirna
NR1I2	8856	tf
PDX1	3651	tf
NRF1	4899	tf
hsa-mir-182		intergenicMirna
hsa-mir-96		intergenicMirna
hsa-mir-183		intergenicMirna
HNF4A	3172	tf
hsa-mir-3646		intragenicMirna
E2F1	1869	tf
TP53	7157	tf
HNF1A	6927	tf
KLF11	8462	tf
STAT2	6773	tf
TP73	7161	tf
RBPJ	3516	tf
NFKB1	4790	tf
ESR2	2100	tf
FOXO1	2308	tf
HOXA11	3207	tf
YY1	7528	tf
hsa-mir-6764		intragenicMirna
EGR1	1958	tf
JUN	3725	tf
POU4F2	5458	tf
RELA	5970	tf
SOX2	6657	tf
KLF4	9314	tf
FOXM1	2305	tf
HIF1A	3091	tf
IRF1	3659	tf
CEBPB	1051	tf
