NAME	ID	TYPE
CHUK	1147	gene
MAPK8	5599	gene
MAPK1	5594	gene
PRKAG2	51422	gene
INS	3630	gene
FOXO6...	100132074	gene
SOS1	6654	gene
HRAS	3265	gene
MAP2K1	5604	gene
INSR	3643	gene
ARAF	369	gene
PCK1	5105	gene
G6PC	2538	gene
AKT3	10000	gene
PIK3R5	23533	gene
PDPK1	5170	gene
IRS1	3667	gene
hsa-mir-5702		intergenicMirna
EGFR	1956	gene
GRB2	2885	gene
hsa-mir-3678		intergenicMirna
STK4	6789	gene
EGF	1950	gene
PTEN	5728	gene
SKP2	6502	gene
MDM2	4193	gene
CREBBP	1387	gene
SIRT1	23411	gene
IGF1	3479	gene
IGF1R	3480	gene
hsa-mir-4714		intragenicMirna
CDK2	1017	gene
CCNB3...	85417	gene
CCND1	595	gene
CDKN2B	1030	gene
CDKN2D	1032	gene
CDKN1A	1026	gene
CDKN1B	1027	gene
RBL2	5934	gene
PLK4	10733	gene
GADD45G	10912	gene
FASLG	356	gene
BCL2L11	10018	gene
TNFSF10	8743	gene
BCL6	604	gene
CAT	847	gene
SOD2	6648	gene
ATM	472	gene
IL7R	3575	gene
KLF2	10365	gene
S1PR1	1901	gene
RAG1	5896	gene
GRM1	2911	gene
HOMER3	9454	gene
AGAP2	116986	gene
CSNK1E	102800317	gene
BNIP3	664	gene
GABARAP	11337	gene
ATG12	9140	gene
C8orf44-SGK3...	100533105	gene
TGFBR1	7046	gene
SMAD2	4087	gene
SMAD4	4089	gene
FOXG1	2290	gene
STAT3	6774	gene
IL6	3569	gene
IL10	3586	gene
NLK	51701	gene
MAPK14	1432	gene
SETD7	80854	gene
PRMT1	3276	gene
hsa-mir-5088		intragenicMirna
USP7	7874	gene
FBXO32	114907	gene
SLC2A4	6517	gene
STK11	6794	gene
CCNG2	901	gene
TGFB1	7040	gene
AR	367	tf
YBX1	4904	tf
FOXP3	50943	tf
CREB1	1385	tf
E2F4	1874	tf
ESR1	2099	tf
ETS1	2113	tf
hsa-mir-6090		intragenicMirna
HNF4A	3172	tf
hsa-mir-3646		intragenicMirna
ONECUT1	3175	tf
EGR1	1958	tf
GATA2	2624	tf
NR4A1	3164	tf
MEOX2	4223	tf
MYC	4609	tf
hsa-mir-1204		intergenicMirna
NFIC	4782	tf
NFKB1	4790	tf
SP1	6667	tf
SP3	6670	tf
TP53	7157	tf
TP73	7161	tf
TP63	8626	tf
hsa-mir-944		intragenicMirna
KLF4	9314	tf
VDR	7421	tf
YY1	7528	tf
hsa-mir-6764		intragenicMirna
NRF1	4899	tf
hsa-mir-182		intergenicMirna
hsa-mir-96		intergenicMirna
hsa-mir-183		intergenicMirna
GATA1	2623	tf
HSF1	3297	tf
NR1I2	8856	tf
GATA3	2625	tf
FOXA1	3169	tf
POU5F1	5460	tf
SOX2	6657	tf
SRF	6722	tf
FOXO3	2309	tf
PRDM14	63978	tf
TFAP2C	7022	tf
MYCN	4613	tf
THRA	7067	tf
RELA	5970	tf
CEBPA	1050	tf
FOXM1	2305	tf
HNF1A	6927	tf
REST	5978	tf
E2F1	1869	tf
CEBPD	1052	tf
IRF8	3394	tf
hsa-mir-6774		intragenicMirna
JUN	3725	tf
STAT5A	6776	tf
STAT5B	6777	tf
WT1	7490	tf
CEBPB	1051	tf
IRF1	3659	tf
SPI1	6688	tf
SPIB	6689	tf
STAT1	6772	tf
STAT3	6774	tf
KLF11	8462	tf
NANOG	79923	tf
RBPJ	3516	tf
POU4F2	5458	tf
MEF2A	4205	tf
AHR	196	tf
HIF1A	3091	tf
