NAME	ID	TYPE
102723407	102723407	gene
ITGA6	3655	gene
GP1BA	2811	gene
ITGA2B	3674	gene
CD14	929	gene
CD9	928	gene
ITGB3	3690	gene
IL11RA	3590	gene
CD59	966	gene
CD55	1604	gene
CR1	1378	gene
CD44	960	gene
GYPA	2993	gene
CD36	948	gene
KIT	3815	gene
EPOR	2057	gene
IL5RA	3568	gene
CSF3R	1441	gene
IL1R1	3554	gene
IL9R	3581	gene
ITGAM	3684	gene
ANPEP	290	gene
IL6R	3570	gene
CSF1R	1436	gene
FCGR1A	2209	gene
IL4R	3566	gene
CD33	945	gene
hsa-mir-8074		intergenicMirna
CSF2RA	1438	gene
hsa-mir-3690-2		intragenicMirna
hsa-mir-3690-1		intragenicMirna
IL3RA	3563	gene
FCER2	2208	gene
CD37	951	gene
CR2	1380	gene
MS4A1	931	gene
CD24	100133941	gene
CD22	933	gene
hsa-mir-5196		intragenicMirna
CD19	930	gene
MME	4311	gene
CD3D	915	gene
CD8A	925	gene
CD4	920	gene
CD1A	909	gene
CD5	921	gene
CD2	914	gene
CD7	924	gene
CD34	947	gene
CD38	952	gene
TFRC	7037	gene
IL7R	3575	gene
IL2RA	3559	gene
DNTT	1791	gene
FLT3	2322	gene
HLA-DRA	3122	gene
THPO	7066	gene
EPO	2056	gene
TNF	7124	gene
CSF1	1435	gene
CSF3	1440	gene
FLT3LG	2323	gene
IL11	3589	gene
IL6	3569	gene
CSF2	1437	gene
IL4	3565	gene
IL1A	3552	gene
IL5	3567	gene
IL3	3562	gene
IL7	3574	gene
KITLG	4254	gene
ESR1	2099	tf
CREB1	1385	tf
ETS1	2113	tf
hsa-mir-6090		intragenicMirna
MYC	4609	tf
hsa-mir-1204		intergenicMirna
NFKB1	4790	tf
REL	5966	tf
RELA	5970	tf
RFX5	5993	tf
TCF3	6929	tf
GATA1	2623	tf
GATA2	2624	tf
AR	367	tf
YBX1	4904	tf
STAT1	6772	tf
TP63	8626	tf
hsa-mir-944		intragenicMirna
PRDM14	63978	tf
TFAP2C	7022	tf
GATA3	2625	tf
FOXA1	3169	tf
HNF4A	3172	tf
hsa-mir-3646		intragenicMirna
FOXP3	50943	tf
HNF1A	6927	tf
RORA	6095	tf
NR2F1	7025	tf
NR2C1	7181	tf
POU2F1	5451	tf
FOS	2353	tf
JUN	3725	tf
SP1	6667	tf
LBP	3929	tf
GATA4	2626	tf
E2F4	1874	tf
HSF1	3297	tf
HIF1A	3091	tf
POU5F1	5460	tf
SOX2	6657	tf
NANOG	79923	tf
XRCC5	7520	tf
NFAT5	10725	tf
hsa-mir-1538		intergenicMirna
KRT3	3850	tf
SP3	6670	tf
LRRFIP1	9208	tf
TCFL5	10732	tf
TAL1	6886	tf
SATB1	6304	tf
TP73	7161	tf
EGR1	1958	tf
