NAME	ID	TYPE
BCL2L1	598	gene
BCL2	596	gene
BIRC2	329	gene
NFKBIA	4792	gene
IRAK1	3654	gene
hsa-mir-718		intergenicMirna
MYD88	4615	gene
TRAF2	7186	gene
hsa-mir-4479		intragenicMirna
RIPK1	8737	gene
TRADD	8717	gene
IL1R1	3554	gene
TNFRSF1A	7132	gene
IL1B	3553	gene
TNF	7124	gene
TNFSF14	8740	gene
LTBR	4055	gene
TRAF3	7187	gene
MAP3K14	9020	gene
CHUK	1147	gene
IKBKG	8517	gene
IKBKB	3551	gene
NFKB2	4791	gene
RELB	5971	gene
NFKB1	4790	gene
RELA	5970	gene
MAP3K7	6885	gene
hsa-mir-4643		intergenicMirna
TNFSF13B	10673	gene
TNFRSF13C	115650	gene
hsa-mir-378i		intergenicMirna
CD40LG	959	gene
CD40	958	gene
102723407	102723407	gene
PLCG1	5335	gene
hsa-mir-6871		intragenicMirna
PRKCB	5579	gene
hsa-mir-1273h		intragenicMirna
PRKCQ	5588	gene
CARD11	84433	gene
BCL10	8915	gene
MALT1	10892	gene
TRAF6	7189	gene
TNFAIP3	7128	gene
TRAF1	7185	gene
CXCL8	3576	gene
CCL13	6357	gene
CXCL12	6387	gene
TNFRSF11A	8792	gene
TNFSF11	8600	gene
TLR4	7099	gene
TAB1	10454	gene
DDX58	23586	gene
TIRAP	114609	gene
TICAM2	353376	gene
TICAM1	148022	gene
ZAP70	7535	gene
LAT	27040	gene
LY96	23643	gene
CD14	929	gene
LBP	3929	gene
CSNK2A1	1457	gene
PLAU	5328	gene
BCL2A1	597	gene
PLCG2	5336	gene
SYK	6850	gene
LYN	4067	gene
BTK	695	gene
LCK	3932	gene
BLNK	29760	gene
ATM	472	gene
PARP1	142	gene
PIAS4	51588	gene
UBE2I	7329	gene
CFLAR	8837	gene
XIAP	331	gene
GADD45B	4616	gene
TRIM25	7706	gene
hsa-mir-3614		intragenicMirna
PIDD1	55367	gene
TRAF5	7188	gene
PTGS2	5743	gene
CCL4L1	388372	gene
VCAM1	7412	gene
CXCL2	2920	gene
CCL21	6366	gene
CCL19	6363	gene
ICAM1	3383	gene
LTA	4049	gene
LTB	4050	gene
ERC1	23085	gene
ETS1	2113	tf
hsa-mir-6090		intragenicMirna
GATA2	2624	tf
NFKB1	4790	tf
TP53	7157	tf
E2F4	1874	tf
AR	367	tf
FOXP3	50943	tf
YBX1	4904	tf
MYC	4609	tf
hsa-mir-1204		intergenicMirna
HNF4A	3172	tf
hsa-mir-3646		intragenicMirna
NRF1	4899	tf
hsa-mir-182		intergenicMirna
hsa-mir-96		intergenicMirna
hsa-mir-183		intergenicMirna
YY1	7528	tf
hsa-mir-6764		intragenicMirna
GATA1	2623	tf
PRDM14	63978	tf
CREB1	1385	tf
GATA3	2625	tf
NFATC1	4772	tf
REL	5966	tf
RELA	5970	tf
STAT1	6772	tf
NFIL3	4783	tf
ESR1	2099	tf
FOXA1	3169	tf
CEBPB	1051	tf
DDIT3	1649	tf
hsa-mir-616		intragenicMirna
FOS	2353	tf
JUN	3725	tf
STAT3	6774	tf
HNF1A	6927	tf
NR1I2	8856	tf
RBPJ	3516	tf
ONECUT1	3175	tf
SP1	6667	tf
TFAP2C	7022	tf
TAL1	6886	tf
REST	5978	tf
RUNX1	861	tf
CEBPA	1050	tf
CEBPD	1052	tf
ATF2	1386	tf
hsa-mir-933		intragenicMirna
HSF1	3297	tf
ATF4	468	tf
USF2	7392	tf
E2F1	1869	tf
ATF1	466	tf
PGR	5241	tf
PPARG	5468	tf
TFAP2A	7020	tf
MYB	4602	tf
hsa-mir-548a-2		intergenicMirna
NR1D1	9572	tf
NFAT5	10725	tf
hsa-mir-1538		intergenicMirna
KRT3	3850	tf
SP3	6670	tf
LRRFIP1	9208	tf
POU2F1	5451	tf
SOX2	6657	tf
NANOG	79923	tf
TP73	7161	tf
JUND	3727	tf
hsa-mir-3188		intergenicMirna
NFATC2	4773	tf
hsa-mir-3194		intragenicMirna
