NAME	ID	TYPE
SLC17A8	246213	gene
GNAQ	2776	gene
PLCB1	23236	gene
ITPR1	3708	gene
PRKCA	5578	gene
hsa-mir-634		intragenicMirna
CACNA1A	773	gene
CACNA1C	775	gene
PTGS2	5743	gene
GABRR3...	200959	gene
CNR1	1268	gene
GNB5	10681	gene
GRM1	2911	gene
DAGLB	221955	gene
MGLL	11343	gene
ABHD6	57406	gene
SLC32A1	140679	gene
GRIA1	2890	gene
KCNJ3	3760	gene
ADCY1	107	gene
PRKACA	5566	gene
FAAH	2166	gene
NAPEPLD	222236	gene
MAPK14	1432	gene
RIMS1	22999	gene
ETS1	2113	tf
hsa-mir-6090		intragenicMirna
GATA2	2624	tf
AR	367	tf
E2F4	1874	tf
YBX1	4904	tf
GATA1	2623	tf
FOXP3	50943	tf
ESR1	2099	tf
GATA3	2625	tf
FOXA1	3169	tf
E2F1	1869	tf
PRDM14	63978	tf
HNF1A	6927	tf
HIF1A	3091	tf
TP73	7161	tf
REST	5978	tf
NR1I2	8856	tf
TFAP2C	7022	tf
HNF4A	3172	tf
hsa-mir-3646		intragenicMirna
CEBPA	1050	tf
CEBPB	1051	tf
CEBPD	1052	tf
CREB1	1385	tf
ATF2	1386	tf
hsa-mir-933		intragenicMirna
HSF1	3297	tf
JUN	3725	tf
ATF4	468	tf
NFKB1	4790	tf
USF2	7392	tf
SOX2	6657	tf
NANOG	79923	tf
